Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2008-03-04,21:04:00,1.47,0.09,238.75,6.6,0.0,0.0,0.0
2009-06-02,13:17:00,1.388,0.082,244.15,5.6,0.0,0.0,19.0
2007-07-14,07:31:00,0.28,0.22,239.63,1.4,0.0,2.0,0.0
2007-10-04,17:51:00,0.626,0.102,241.08,2.6,0.0,1.0,0.0
2007-06-21,09:39:00,0.294,0.244,239.72,1.6,0.0,1.0,0.0
2009-06-09,03:38:00,0.272,0.104,242.17,1.2,0.0,0.0,1.0
2008-12-02,20:35:00,0.914,0.0,240.18,3.8,0.0,0.0,0.0
2007-02-20,23:46:00,0.596,0.302,241.91,2.8,0.0,5.0,0.0
2008-12-03,16:53:00,0.246,0.0,244.62,1.0,0.0,0.0,0.0
2009-11-17,05:50:00,0.228,0.0,242.63,0.8,0.0,0.0,0.0
2007-03-08,17:06:00,0.234,0.118,235.93,1.2,0.0,0.0,0.0
2008-03-20,05:31:00,0.222,0.0,242.15,1.0,0.0,0.0,0.0
2008-02-02,01:40:00,0.342,0.114,245.14,1.4,0.0,0.0,0.0
2009-09-21,04:46:00,0.26,0.09,243.69,1.2,0.0,0.0,1.0
2009-08-14,16:10:00,0.33,0.108,238.74,1.4,0.0,0.0,1.0
2008-11-02,20:56:00,2.454,0.054,238.19,10.4,0.0,0.0,0.0
2007-10-27,12:46:00,3.03,0.202,238.11,13.4,22.0,0.0,17.0
2008-06-01,09:39:00,0.312,0.0,241.16,1.4,0.0,0.0,0.0
2009-07-29,16:48:00,0.656,0.294,241.62,3.0,1.0,1.0,0.0
2009-08-16,16:58:00,0.618,0.56,240.74,3.4,0.0,1.0,1.0
2010-04-20,14:08:00,1.354,0.0,241.96,5.6,0.0,0.0,19.0
2007-08-27,18:05:00,0.274,0.25,241.29,1.4,0.0,1.0,0.0
2009-11-04,01:15:00,0.278,0.0,242.06,1.2,0.0,0.0,1.0
2007-11-25,23:40:00,0.23,0.048,245.35,1.0,0.0,0.0,0.0
2009-03-04,13:05:00,0.398,0.104,242.77,1.8,0.0,1.0,0.0
2010-08-14,13:26:00,0.158,0.0,243.15,0.6,0.0,0.0,1.0
2010-08-04,08:32:00,1.706,0.062,239.97,7.0,0.0,1.0,18.0
2007-12-27,13:59:00,1.608,0.082,245.53,6.4,0.0,0.0,18.0
2007-05-12,05:58:00,0.458,0.06,245.25,2.2,0.0,0.0,0.0
2009-08-05,15:39:00,1.58,0.104,241.7,6.4,0.0,1.0,18.0
2009-01-20,22:57:00,1.618,0.06,245.98,6.6,0.0,2.0,19.0
2008-02-27,10:32:00,0.208,0.0,237.44,0.8,0.0,0.0,0.0
2007-04-27,20:33:00,1.224,0.072,236.09,5.2,0.0,0.0,17.0
2009-04-19,23:53:00,0.506,0.228,242.95,2.2,0.0,1.0,1.0
2009-04-24,01:05:00,0.412,0.134,240.92,1.8,0.0,0.0,1.0
2010-09-04,00:22:00,0.24,0.0,245.09,1.0,0.0,0.0,0.0
2010-01-22,00:59:00,1.416,0.102,239.65,5.8,0.0,0.0,18.0
2007-07-05,14:48:00,0.132,0.0,236.32,0.6,0.0,0.0,0.0
2008-06-01,13:50:00,3.648,0.066,236.81,15.4,38.0,0.0,18.0
2007-04-15,00:36:00,0.326,0.12,241.33,1.4,0.0,0.0,0.0
2007-06-28,18:27:00,1.924,0.44,240.62,8.4,0.0,25.0,0.0
2007-12-12,07:26:00,2.222,0.0,240.76,9.2,0.0,0.0,17.0
2009-09-21,18:50:00,0.344,0.13,243.41,1.6,0.0,0.0,1.0
2010-09-15,23:33:00,1.17,0.096,243.91,4.8,0.0,2.0,1.0
2008-07-31,21:40:00,1.878,0.474,237.56,8.2,0.0,2.0,1.0
2010-07-15,04:47:00,0.74,0.092,238.76,3.0,0.0,0.0,0.0
2010-01-25,14:36:00,0.368,0.116,247.71,1.6,0.0,0.0,0.0
2008-07-22,01:48:00,0.148,0.0,238.89,0.6,0.0,0.0,0.0
2009-11-03,23:19:00,0.372,0.202,245.22,1.6,0.0,1.0,0.0
2009-02-12,20:51:00,1.542,0.076,238.69,6.4,0.0,0.0,1.0
2007-11-30,05:51:00,0.468,0.062,245.53,2.2,0.0,0.0,0.0
2010-05-29,19:19:00,3.386,0.444,234.5,14.4,1.0,0.0,18.0
2009-03-19,15:33:00,0.294,0.098,244.42,1.2,0.0,1.0,0.0
2010-10-07,09:14:00,1.362,0.058,240.36,5.6,0.0,0.0,19.0
2009-03-16,14:50:00,0.262,0.0,244.01,1.0,0.0,0.0,0.0
2008-10-21,01:00:00,0.328,0.0,241.7,1.4,0.0,1.0,0.0
2010-01-07,13:53:00,0.858,0.13,237.07,3.6,0.0,1.0,0.0
2007-09-27,16:58:00,0.29,0.082,241.98,1.2,0.0,1.0,0.0
2007-06-29,22:29:00,0.868,0.0,241.34,3.8,1.0,0.0,0.0
2010-01-28,20:52:00,2.692,0.216,238.85,11.2,0.0,0.0,18.0
2009-12-25,13:23:00,3.128,0.102,241.61,13.0,0.0,33.0,1.0
2009-01-18,05:52:00,0.216,0.064,246.47,1.0,0.0,0.0,0.0
2007-10-29,08:42:00,0.272,0.066,237.34,1.2,0.0,0.0,0.0
2007-03-03,01:29:00,1.344,0.0,242.97,5.4,0.0,0.0,19.0
2010-07-20,07:04:00,0.824,0.288,239.59,3.8,0.0,0.0,9.0
2007-04-25,14:21:00,0.304,0.218,232.11,1.6,0.0,1.0,0.0
2008-04-05,07:33:00,0.248,0.0,240.32,1.0,0.0,0.0,1.0
2010-08-23,18:21:00,1.404,0.134,242.68,5.8,0.0,0.0,19.0
2009-09-07,23:02:00,1.18,0.108,243.05,4.8,0.0,0.0,1.0
2007-03-30,08:28:00,2.07,0.08,237.77,8.6,0.0,0.0,17.0
2007-10-16,00:39:00,0.302,0.074,238.91,1.2,0.0,1.0,0.0
2008-05-06,10:29:00,1.206,0.074,230.58,5.2,0.0,2.0,17.0
2009-07-08,14:24:00,0.136,0.0,239.95,0.6,0.0,0.0,1.0
2007-01-20,04:37:00,0.648,0.0,242.93,4.4,0.0,0.0,0.0
2007-06-09,15:38:00,0.192,0.09,239.13,0.8,0.0,0.0,0.0
2008-01-23,13:28:00,1.43,0.0,242.53,5.8,0.0,0.0,18.0
2009-10-17,16:14:00,5.23,0.4,237.68,22.4,23.0,36.0,18.0
2010-03-21,16:53:00,0.504,0.196,238.87,2.4,0.0,0.0,0.0
2008-02-01,10:50:00,1.502,0.086,239.88,6.2,0.0,1.0,18.0
2007-06-21,09:26:00,0.19,0.118,240.84,0.8,0.0,1.0,0.0
2008-02-19,07:36:00,0.976,0.0,240.18,4.2,0.0,0.0,0.0
2008-06-17,13:58:00,0.434,0.14,238.99,2.0,0.0,1.0,0.0
2007-12-09,09:21:00,0.296,0.21,238.71,1.6,0.0,0.0,0.0
2010-11-05,21:12:00,0.626,0.0,242.39,2.6,0.0,0.0,0.0
2008-06-25,16:30:00,0.316,0.288,241.19,1.8,0.0,0.0,1.0
2010-11-19,14:46:00,1.386,0.062,240.08,5.8,0.0,0.0,17.0
2010-10-13,21:21:00,1.798,0.208,239.48,7.6,0.0,1.0,0.0
2008-12-12,01:02:00,0.342,0.0,243.25,1.4,0.0,0.0,0.0
2007-11-19,09:45:00,1.348,0.068,238.75,5.6,0.0,1.0,17.0
2007-08-12,04:48:00,0.226,0.0,240.68,1.0,0.0,0.0,0.0
2007-09-04,22:44:00,2.166,0.214,240.73,9.8,32.0,0.0,0.0
2008-10-21,23:31:00,0.782,0.206,243.35,3.2,0.0,0.0,0.0
2010-02-05,01:23:00,0.254,0.0,239.95,1.0,0.0,0.0,1.0
2010-05-11,10:57:00,1.432,0.074,240.27,5.8,0.0,0.0,18.0
2009-10-20,07:58:00,1.606,0.172,243.06,6.6,0.0,0.0,19.0
2010-06-01,02:20:00,0.336,0.12,247.87,1.4,0.0,1.0,0.0
2007-08-06,05:20:00,0.242,0.0,235.41,1.0,0.0,0.0,0.0
2007-04-19,16:02:00,0.128,0.0,240.8,0.6,0.0,0.0,0.0
2010-09-29,10:58:00,1.546,0.098,239.05,6.6,0.0,0.0,18.0
2008-10-16,10:43:00,1.698,0.0,235.33,7.2,0.0,0.0,17.0
2008-06-22,09:27:00,0.622,0.118,239.73,2.6,0.0,0.0,0.0
2007-12-22,16:53:00,1.41,0.112,243.52,5.8,0.0,0.0,19.0
2010-08-13,19:23:00,0.224,0.05,240.44,1.2,0.0,0.0,0.0
2007-02-26,22:41:00,1.548,0.338,240.45,6.6,0.0,1.0,18.0
2008-12-30,02:57:00,0.334,0.106,247.75,1.4,0.0,0.0,0.0
2008-07-31,12:57:00,2.036,0.0,238.04,9.2,0.0,28.0,3.0
2008-08-07,05:26:00,0.322,0.226,239.61,1.6,0.0,0.0,1.0
2007-05-19,04:59:00,0.314,0.08,235.21,1.4,0.0,0.0,0.0
2007-11-23,15:21:00,1.52,0.0,242.21,6.2,0.0,3.0,18.0
2010-06-21,16:29:00,0.388,0.21,243.92,1.8,0.0,1.0,1.0
2010-02-04,12:12:00,2.23,0.164,244.83,9.0,0.0,0.0,29.0
2007-04-11,14:32:00,1.312,0.0,242.84,5.4,0.0,0.0,19.0
2009-07-15,05:07:00,0.326,0.224,241.86,1.6,0.0,2.0,1.0
2008-02-11,20:34:00,0.494,0.0,240.95,2.4,0.0,0.0,0.0
2008-03-06,03:09:00,1.41,0.186,233.5,6.0,0.0,0.0,18.0
2008-02-05,10:03:00,4.278,0.446,235.49,19.6,28.0,4.0,17.0
2007-06-20,23:39:00,0.18,0.106,243.42,0.8,0.0,2.0,0.0
2009-01-02,07:54:00,0.26,0.054,245.8,1.4,0.0,0.0,0.0
2010-04-14,09:03:00,1.454,0.084,240.24,6.0,0.0,0.0,19.0
2010-08-26,00:09:00,0.252,0.078,242.16,1.0,0.0,0.0,0.0
2010-09-18,07:01:00,2.01,0.074,239.74,8.4,0.0,0.0,18.0
2007-03-24,15:12:00,3.59,0.126,239.62,15.0,1.0,29.0,17.0
2007-02-07,12:08:00,0.198,0.078,240.17,0.8,0.0,1.0,0.0
2007-03-31,08:08:00,0.816,0.236,237.23,3.6,0.0,0.0,0.0
2009-01-13,06:24:00,0.342,0.074,245.26,1.4,0.0,1.0,0.0
2008-03-31,23:28:00,1.508,0.214,242.66,6.2,0.0,2.0,19.0
2010-09-04,00:59:00,0.338,0.106,243.34,1.4,0.0,0.0,0.0
2009-08-31,01:32:00,0.302,0.118,242.58,1.4,0.0,0.0,1.0
2007-05-10,20:30:00,2.48,0.22,238.91,10.4,0.0,0.0,17.0
2010-05-04,15:42:00,0.408,0.138,243.52,1.8,0.0,0.0,1.0
2009-09-03,16:01:00,0.42,0.118,247.1,1.8,0.0,0.0,0.0
2007-07-21,18:51:00,1.932,0.088,232.68,8.2,0.0,0.0,17.0
2009-08-01,10:10:00,1.342,0.06,242.0,5.4,0.0,0.0,18.0
2007-12-13,11:52:00,1.558,0.098,240.06,6.6,0.0,0.0,18.0
2008-03-17,15:18:00,0.346,0.128,242.85,1.4,0.0,0.0,0.0
2009-06-07,03:05:00,0.382,0.378,243.05,2.2,0.0,1.0,0.0
2008-06-10,03:18:00,1.272,0.0,235.97,5.4,0.0,0.0,17.0
2009-06-20,00:45:00,1.308,0.094,242.11,5.4,0.0,2.0,19.0
2007-07-18,13:02:00,0.258,0.162,227.54,1.2,0.0,1.0,0.0
2009-05-11,02:23:00,0.34,0.088,246.48,1.4,0.0,1.0,1.0
2007-05-14,15:40:00,0.49,0.158,236.71,2.4,0.0,0.0,0.0
2007-04-22,05:03:00,0.31,0.264,242.03,1.6,0.0,1.0,0.0
2008-11-17,17:45:00,0.976,0.052,236.98,4.0,0.0,2.0,0.0
2007-02-07,07:54:00,1.256,0.048,240.65,5.2,0.0,0.0,18.0
2010-12-06,09:49:00,1.582,0.188,239.62,6.6,0.0,0.0,18.0
2008-05-06,12:52:00,0.37,0.208,234.5,1.8,0.0,1.0,1.0
2008-09-04,10:11:00,1.328,0.0,241.05,5.4,0.0,0.0,18.0
2009-01-20,23:07:00,1.682,0.188,242.69,7.0,0.0,2.0,18.0
2008-03-03,15:35:00,1.568,0.0,240.18,6.4,0.0,0.0,18.0
2007-01-24,07:50:00,4.444,0.0,237.6,19.6,0.0,0.0,18.0
2007-01-28,00:58:00,1.016,0.0,242.23,5.6,0.0,1.0,0.0
2009-10-13,15:21:00,0.442,0.06,242.7,1.8,0.0,0.0,1.0
2009-01-05,02:23:00,1.356,0.0,244.05,5.4,0.0,0.0,19.0
2008-07-02,00:40:00,0.228,0.0,244.57,1.0,0.0,0.0,0.0
2008-07-23,19:11:00,1.524,0.168,240.4,6.4,0.0,0.0,18.0
2009-08-27,15:23:00,0.246,0.144,240.56,1.2,0.0,0.0,1.0
2009-11-12,01:47:00,0.876,0.27,244.06,3.8,0.0,0.0,11.0
2010-09-13,22:50:00,0.434,0.162,244.87,1.8,0.0,0.0,0.0
2006-12-19,13:14:00,0.43,0.06,243.66,1.8,0.0,3.0,0.0
2010-01-24,07:55:00,0.342,0.092,246.13,1.4,0.0,1.0,1.0
2007-05-23,02:13:00,0.458,0.28,235.03,2.2,0.0,1.0,0.0
2007-01-18,06:56:00,1.838,0.0,243.31,7.6,0.0,0.0,18.0
2008-06-09,05:18:00,0.246,0.112,239.76,1.0,0.0,0.0,1.0
2010-02-05,16:04:00,1.76,0.194,239.72,7.4,0.0,0.0,18.0
2009-12-16,04:48:00,0.352,0.142,250.3,1.4,0.0,0.0,1.0
2009-10-18,17:39:00,0.56,0.128,238.09,2.4,0.0,0.0,1.0
2007-09-18,01:05:00,0.11,0.0,240.03,0.6,0.0,0.0,0.0
2007-04-25,10:50:00,1.442,0.166,230.75,6.2,0.0,0.0,17.0
2008-06-07,12:35:00,2.698,0.408,237.98,11.4,39.0,2.0,0.0
2007-02-11,16:55:00,1.386,0.098,239.94,5.8,0.0,1.0,17.0
2007-01-30,15:14:00,0.25,0.0,246.36,1.0,0.0,0.0,0.0
2007-08-12,01:37:00,0.228,0.0,242.44,1.0,0.0,0.0,0.0
2008-06-25,18:42:00,0.606,0.46,239.36,4.4,0.0,0.0,1.0
2010-10-10,10:27:00,0.37,0.058,241.92,1.6,0.0,0.0,1.0
2008-09-07,02:49:00,0.29,0.24,242.52,1.4,0.0,1.0,1.0
2010-10-19,08:01:00,2.636,0.07,239.77,11.0,0.0,1.0,18.0
2008-07-06,13:45:00,3.162,0.0,236.75,13.6,1.0,27.0,18.0
2007-12-29,19:58:00,5.128,0.534,234.98,22.2,28.0,2.0,17.0
2010-01-08,02:51:00,0.978,0.418,238.9,4.4,0.0,0.0,11.0
2008-08-03,07:11:00,1.368,0.0,243.78,5.6,0.0,0.0,19.0
2009-05-06,18:08:00,0.436,0.232,241.69,2.0,0.0,1.0,1.0
2007-07-26,15:10:00,0.22,0.11,235.06,1.0,0.0,0.0,0.0
2007-04-09,03:11:00,0.124,0.0,242.37,0.6,0.0,0.0,0.0
2007-02-16,20:49:00,2.432,0.314,235.79,10.4,0.0,1.0,17.0
2010-06-16,03:26:00,1.38,0.288,242.02,5.8,0.0,0.0,11.0
2010-01-30,00:45:00,0.346,0.0,244.08,1.4,0.0,0.0,1.0
2008-06-26,14:20:00,2.134,0.19,237.33,10.0,16.0,1.0,18.0
2010-01-30,19:15:00,2.188,0.318,240.62,9.2,0.0,1.0,18.0
2010-10-05,12:39:00,1.372,0.0,238.86,5.6,0.0,0.0,18.0
2007-12-25,10:14:00,1.538,0.052,241.56,6.2,0.0,0.0,18.0
2008-05-31,14:09:00,3.744,0.218,236.52,15.8,1.0,37.0,17.0
2009-10-11,22:56:00,0.392,0.14,244.58,1.6,0.0,0.0,1.0
2010-05-29,08:50:00,2.354,0.46,236.56,10.2,0.0,1.0,28.0
2008-01-18,05:51:00,0.32,0.058,239.73,1.6,0.0,0.0,0.0
2007-03-26,00:58:00,0.292,0.098,242.85,1.2,0.0,0.0,0.0
2010-05-26,23:12:00,0.236,0.1,244.94,1.0,0.0,0.0,1.0
2009-09-25,02:33:00,0.304,0.22,240.09,1.4,0.0,0.0,0.0
2009-07-21,04:16:00,0.318,0.272,242.11,1.6,0.0,1.0,1.0
2008-02-20,09:25:00,1.428,0.056,238.9,5.8,0.0,0.0,18.0
2007-01-28,12:57:00,4.042,0.294,233.92,17.2,1.0,35.0,17.0
2008-06-30,17:44:00,0.53,0.308,240.78,2.6,0.0,2.0,1.0
2010-10-13,07:11:00,2.488,0.0,238.96,10.4,0.0,0.0,18.0
2007-06-05,15:51:00,0.39,0.228,236.58,1.8,2.0,2.0,0.0
2009-02-10,12:31:00,0.274,0.202,241.49,1.4,0.0,1.0,0.0
2009-03-17,05:04:00,0.388,0.186,241.1,1.8,0.0,0.0,0.0
2009-11-22,09:47:00,0.608,0.196,240.34,2.6,0.0,0.0,1.0
2008-11-20,00:43:00,0.45,0.072,243.9,1.8,0.0,0.0,0.0
2010-09-22,07:31:00,1.798,0.174,241.28,7.4,0.0,1.0,19.0
2009-12-05,06:05:00,3.582,0.1,240.08,15.2,0.0,1.0,19.0
2009-09-05,03:06:00,0.504,0.254,244.83,2.2,0.0,1.0,1.0
2009-03-15,14:38:00,5.174,0.0,238.73,21.8,0.0,62.0,18.0
2009-11-16,02:29:00,0.424,0.26,247.4,2.0,0.0,1.0,1.0
2010-01-21,08:37:00,2.362,0.352,239.87,9.8,0.0,1.0,18.0
2008-04-17,19:30:00,0.438,0.092,243.29,1.8,0.0,0.0,1.0
2006-12-17,07:59:00,2.294,0.05,240.67,9.4,0.0,0.0,0.0
2009-03-21,22:53:00,1.248,0.11,246.91,5.2,0.0,0.0,0.0
2007-09-29,03:31:00,0.37,0.206,243.14,1.6,0.0,1.0,0.0
2009-04-01,14:56:00,1.682,0.046,246.11,6.8,2.0,0.0,18.0
2010-09-01,23:17:00,2.022,0.318,245.44,8.2,0.0,0.0,19.0
2007-09-18,05:20:00,0.288,0.214,240.55,1.4,0.0,2.0,0.0
2007-05-26,13:01:00,1.702,0.178,236.67,7.2,0.0,1.0,17.0
2010-02-25,13:50:00,1.37,0.058,239.74,5.6,0.0,1.0,18.0
2010-09-29,06:45:00,1.594,0.0,241.15,7.2,0.0,0.0,1.0
2007-07-28,17:24:00,1.616,0.12,234.4,7.0,0.0,1.0,17.0
2008-11-06,06:40:00,2.964,0.186,239.07,14.2,0.0,0.0,11.0
2007-11-08,05:06:00,0.21,0.116,234.71,1.0,0.0,1.0,0.0
2009-12-23,23:02:00,0.272,0.084,247.76,1.0,0.0,0.0,0.0
2008-10-11,14:05:00,2.224,0.074,241.07,9.2,1.0,0.0,18.0
2009-11-19,19:14:00,0.762,0.0,238.69,3.2,0.0,0.0,1.0
2007-05-20,01:45:00,0.302,0.058,237.88,1.2,0.0,0.0,0.0
2010-07-14,21:21:00,1.412,0.046,237.89,5.8,0.0,0.0,18.0
2009-03-18,19:13:00,0.348,0.086,238.54,1.6,0.0,0.0,0.0
2010-04-18,00:21:00,0.958,0.204,243.91,4.0,0.0,1.0,1.0
2007-03-08,06:14:00,0.198,0.132,238.44,1.0,0.0,0.0,0.0
2008-09-25,15:27:00,0.244,0.114,239.75,1.0,0.0,0.0,1.0
2007-07-11,23:16:00,1.388,0.0,245.3,5.6,0.0,0.0,18.0
2009-05-15,04:15:00,0.432,0.204,240.76,2.0,0.0,1.0,0.0
2008-07-20,05:49:00,0.234,0.112,242.44,1.0,0.0,1.0,0.0
2009-06-09,08:49:00,0.51,0.234,241.05,2.4,0.0,0.0,1.0
2007-08-14,20:30:00,0.144,0.0,238.48,0.8,0.0,0.0,0.0
2008-08-29,23:43:00,0.084,0.0,243.84,0.2,0.0,0.0,0.0
2010-09-06,00:23:00,0.318,0.072,240.03,1.4,0.0,0.0,1.0
2009-01-09,21:01:00,1.61,0.174,238.02,6.8,0.0,0.0,0.0
2009-05-02,23:05:00,1.504,0.092,246.41,6.0,0.0,0.0,19.0
2008-01-29,16:22:00,1.638,0.092,241.31,6.8,0.0,0.0,18.0
2008-10-12,12:19:00,1.682,0.056,241.68,6.8,0.0,0.0,18.0
2010-04-28,08:18:00,0.494,0.322,242.01,2.4,0.0,1.0,1.0
2010-12-04,09:01:00,1.362,0.05,241.6,5.6,0.0,0.0,19.0
2008-06-26,23:59:00,0.572,0.194,244.5,2.8,0.0,0.0,5.0
2008-10-13,22:56:00,0.286,0.0,244.88,1.2,0.0,0.0,1.0
2007-12-29,22:58:00,3.522,0.084,240.3,14.6,38.0,0.0,0.0
2009-08-15,16:48:00,1.724,0.544,238.81,7.6,1.0,0.0,18.0
2009-02-04,11:48:00,1.328,0.048,240.2,5.4,0.0,0.0,18.0
2008-10-25,17:59:00,1.332,0.0,239.7,5.4,0.0,0.0,18.0
2007-07-24,08:54:00,1.118,0.0,232.44,4.8,0.0,0.0,17.0
2010-04-06,01:37:00,1.348,0.096,241.32,5.6,0.0,0.0,18.0
2008-08-31,12:47:00,0.08,0.0,240.13,0.2,0.0,0.0,0.0
2010-04-19,02:51:00,0.396,0.174,244.82,1.8,0.0,1.0,1.0
2009-12-25,07:00:00,0.252,0.0,245.22,1.0,0.0,0.0,0.0
2010-05-10,12:36:00,1.4,0.078,241.91,5.8,0.0,0.0,18.0
2008-12-13,22:47:00,0.402,0.072,245.26,1.8,0.0,1.0,0.0
2007-09-06,08:33:00,1.568,0.202,236.01,6.6,0.0,2.0,18.0
2007-06-29,17:53:00,0.344,0.148,243.41,1.6,0.0,0.0,0.0
2008-03-21,03:24:00,0.222,0.0,245.93,0.8,0.0,0.0,0.0
2010-01-05,13:09:00,0.462,0.0,245.16,2.0,0.0,1.0,1.0
2009-06-01,11:41:00,1.46,0.07,243.58,6.0,0.0,0.0,18.0
2010-01-24,13:34:00,4.314,0.328,238.53,18.0,1.0,38.0,18.0
2008-09-15,23:51:00,0.228,0.0,244.17,1.0,0.0,0.0,1.0
2009-08-15,03:54:00,0.4,0.386,243.25,2.2,0.0,2.0,1.0
2010-05-20,05:42:00,0.3,0.0,244.08,1.4,0.0,0.0,0.0
2007-03-26,09:32:00,1.8,0.0,239.39,7.6,0.0,0.0,18.0
2008-06-18,17:25:00,1.062,0.376,241.58,5.4,0.0,6.0,1.0
2010-10-09,22:19:00,2.392,0.094,241.72,9.8,0.0,1.0,19.0
2007-04-24,23:31:00,0.372,0.252,240.79,1.8,0.0,2.0,0.0
2010-05-07,04:43:00,0.422,0.322,238.47,2.2,0.0,2.0,0.0
2008-12-06,15:37:00,0.472,0.12,242.34,2.2,0.0,0.0,1.0
2010-10-29,10:15:00,0.442,0.252,247.23,2.0,0.0,1.0,0.0
2008-12-11,23:14:00,0.348,0.07,248.64,1.4,0.0,0.0,0.0
2009-04-17,22:17:00,1.442,0.0,242.83,6.0,0.0,1.0,0.0
2008-09-04,16:16:00,0.328,0.116,245.69,1.4,0.0,2.0,1.0
2007-10-19,02:29:00,0.32,0.102,242.56,1.4,0.0,0.0,0.0
2010-05-04,17:14:00,0.506,0.156,242.4,2.2,0.0,0.0,1.0
2007-12-11,19:56:00,2.03,0.106,236.43,8.6,0.0,0.0,0.0
2010-10-06,18:11:00,0.61,0.108,242.39,2.6,0.0,0.0,1.0
2009-01-30,04:50:00,0.42,0.186,246.31,2.0,0.0,0.0,0.0
2010-10-13,22:58:00,0.994,0.168,245.84,4.0,0.0,1.0,0.0
2008-11-27,09:02:00,1.326,0.0,238.22,5.6,0.0,0.0,18.0
2008-09-25,14:31:00,0.33,0.236,240.29,1.6,0.0,2.0,0.0
2007-01-10,01:48:00,0.388,0.198,240.73,1.8,0.0,2.0,0.0
2010-11-23,17:00:00,0.668,0.05,242.23,2.8,0.0,0.0,0.0
2010-06-06,04:23:00,0.248,0.078,243.33,1.0,0.0,0.0,1.0
2008-05-04,21:47:00,2.036,0.086,241.37,8.4,0.0,2.0,18.0
2010-05-14,20:23:00,1.48,0.06,240.24,6.0,0.0,0.0,18.0
2009-05-01,13:09:00,0.39,0.074,242.41,1.6,0.0,0.0,0.0
2007-07-28,06:00:00,0.226,0.128,238.51,1.0,0.0,0.0,0.0
2009-06-07,21:39:00,1.32,0.216,242.29,5.4,0.0,1.0,1.0
2009-08-23,06:06:00,0.302,0.238,242.93,1.6,0.0,2.0,1.0
2009-10-06,06:08:00,1.458,0.182,240.14,6.0,0.0,0.0,18.0
2010-03-23,20:20:00,2.33,0.184,238.41,9.8,0.0,0.0,18.0
2010-09-02,00:21:00,1.508,0.07,243.76,6.2,0.0,0.0,19.0
2009-10-02,03:14:00,0.382,0.17,245.91,1.8,0.0,0.0,0.0
2009-01-20,12:44:00,1.9,0.22,242.17,7.8,0.0,1.0,18.0
2008-07-05,10:08:00,1.444,0.186,236.83,6.0,0.0,2.0,18.0
2009-09-28,19:28:00,1.974,0.41,239.36,8.4,0.0,1.0,18.0
2009-01-26,10:28:00,1.67,0.136,237.08,7.2,0.0,1.0,17.0
2007-10-07,22:43:00,2.808,0.142,239.34,12.2,0.0,18.0,18.0
2009-08-04,15:29:00,0.694,0.25,243.87,3.0,0.0,2.0,1.0
2010-10-28,08:51:00,0.8,0.0,247.7,3.8,0.0,0.0,7.0
2009-04-10,07:38:00,0.126,0.0,239.54,0.6,0.0,0.0,0.0
2008-10-20,21:34:00,2.902,0.068,235.84,12.6,0.0,29.0,2.0
2010-03-15,18:06:00,0.606,0.124,243.69,2.6,0.0,0.0,1.0
2010-05-17,19:44:00,0.576,0.228,240.73,2.6,0.0,1.0,1.0
2008-03-02,00:15:00,3.088,0.0,240.17,12.8,1.0,0.0,18.0
2009-04-12,04:51:00,0.32,0.0,249.61,1.4,0.0,0.0,1.0
2007-11-22,21:48:00,2.488,0.22,237.15,10.4,1.0,0.0,0.0
2010-02-03,09:59:00,0.256,0.0,242.3,1.0,0.0,0.0,0.0
2009-08-11,23:21:00,1.522,0.272,243.95,6.2,0.0,1.0,19.0
2007-12-15,13:20:00,0.592,0.242,243.05,2.6,0.0,0.0,0.0
2008-04-27,23:17:00,0.352,0.118,243.58,1.4,0.0,0.0,1.0
2009-06-08,00:24:00,0.238,0.128,239.81,1.0,0.0,0.0,1.0
2009-03-05,16:08:00,3.02,0.05,242.27,12.4,0.0,39.0,1.0
2009-06-29,14:54:00,0.324,0.146,240.45,1.4,0.0,0.0,0.0
2010-05-19,10:43:00,1.46,0.086,242.01,6.0,0.0,0.0,19.0
2010-05-30,00:15:00,0.976,0.246,241.67,4.2,1.0,0.0,0.0
2007-03-26,03:15:00,0.228,0.0,246.71,1.0,0.0,0.0,0.0
2007-06-13,17:30:00,0.196,0.138,242.41,1.0,0.0,0.0,0.0
2008-01-07,15:31:00,0.322,0.0,239.71,1.6,0.0,0.0,0.0
2007-11-11,21:24:00,2.31,0.0,241.34,9.6,0.0,0.0,0.0
2010-06-27,06:22:00,0.32,0.23,241.53,1.6,0.0,0.0,1.0
2008-03-05,10:24:00,3.054,0.596,237.48,13.0,1.0,2.0,18.0
2008-11-17,06:08:00,0.3,0.056,244.0,1.2,0.0,0.0,0.0
2009-02-13,15:29:00,0.324,0.122,244.73,1.4,0.0,0.0,0.0
2009-02-03,12:12:00,0.49,0.056,243.76,2.4,0.0,0.0,0.0
2007-09-16,14:16:00,1.542,0.182,237.74,6.6,0.0,0.0,18.0
2010-06-13,15:24:00,0.488,0.208,243.62,2.4,0.0,0.0,1.0
2008-05-26,06:01:00,0.366,0.27,238.87,1.8,0.0,2.0,1.0
2007-05-05,16:44:00,1.482,0.0,233.32,6.2,0.0,1.0,17.0
2007-04-15,22:56:00,1.558,0.254,242.79,6.4,0.0,1.0,18.0
2007-01-17,11:53:00,1.854,0.064,240.67,7.8,0.0,0.0,18.0
