Global_active_power,Global_reactive_power,Voltage,Sub_metering_2,Sub_metering_3,Energy_consumption,day,month,hour,min
2.072,0.084,242.41,1.0,19.0,14.533333333333331,2.0,7.0,8.0,58
0.198,0.096,240.57,0.0,0.0,3.3,9.0,6.0,13.0,31
1.198,0.242,244.0,2.0,0.0,17.966666666666665,31.0,10.0,21.0,35
1.424,0.114,244.59,0.0,0.0,20.05,28.0,1.0,5.0,11
0.3,0.0,242.17,0.0,1.0,4.0,16.0,10.0,1.0,8
0.148,0.0,244.18,0.0,1.0,1.4666666666666668,19.0,6.0,23.0,51
1.74,0.194,238.68,0.0,18.0,11.0,17.0,9.0,8.0,9
1.502,0.0,239.66,0.0,18.0,7.033333333333335,5.0,5.0,7.0,11
1.802,0.304,241.35,0.0,0.0,20.05,7.0,4.0,0.0,15
0.346,0.0,242.55,0.0,1.0,4.766666666666667,21.0,10.0,2.0,54
0.258,0.0,242.87,0.0,0.0,4.3,18.0,11.0,6.0,30
1.828,0.214,239.71,0.0,18.0,11.466666666666665,7.0,6.0,20.0,40
1.66,0.176,240.34,0.0,17.0,9.666666666666668,23.0,8.0,8.0,51
0.286,0.082,238.01,0.0,0.0,4.766666666666667,3.0,3.0,12.0,2
0.748,0.248,240.22,1.0,1.0,10.466666666666667,10.0,10.0,3.0,17
0.412,0.096,243.7,0.0,1.0,5.866666666666666,14.0,3.0,16.0,24
0.314,0.0,243.55,0.0,0.0,5.233333333333333,23.0,4.0,18.0,57
1.888,0.126,238.36,2.0,0.0,20.05,26.0,3.0,19.0,34
0.08,0.0,241.25,0.0,0.0,1.3333333333333333,30.0,8.0,17.0,18
1.444,0.056,241.07,2.0,0.0,20.05,1.0,6.0,18.0,42
3.3529999999999998,0.136,237.64,5.0,17.0,7.5,12.0,4.0,12.0,37
0.216,0.1,240.84,0.0,1.0,2.6,22.0,7.0,14.0,56
0.416,0.116,238.45,0.0,1.0,5.933333333333334,6.0,12.0,12.0,40
0.2,0.136,239.56,0.0,0.0,3.3333333333333335,16.0,8.0,6.0,21
0.316,0.136,248.75,0.0,0.0,5.266666666666667,24.0,12.0,6.0,37
0.406,0.248,242.64,1.0,0.0,5.766666666666667,16.0,3.0,12.0,9
1.672,0.248,237.49,0.0,0.0,11.866666666666667,20.0,9.0,19.0,31
3.3529999999999998,0.188,234.14,2.0,17.0,20.05,22.0,2.0,22.0,6
0.358,0.0,241.36,0.0,1.0,4.966666666666667,13.0,7.0,10.0,23
0.216,0.0,240.55,0.0,0.0,3.6,28.0,2.0,11.0,35
0.314,0.136,242.71,2.0,0.0,3.2333333333333334,28.0,8.0,22.0,40
1.67,0.19,237.96,1.0,18.0,8.833333333333332,11.0,8.0,11.0,25
1.748,0.194,238.53,1.0,18.0,10.133333333333333,13.0,5.0,10.0,1
0.266,0.0,242.55,0.0,0.0,4.433333333333334,28.0,3.0,3.0,5
1.468,0.202,238.55,0.0,18.0,6.466666666666665,23.0,4.0,9.0,45
1.23,0.0,242.49,0.0,0.0,20.05,16.0,11.0,6.0,41
1.426,0.076,245.29,0.0,19.0,4.766666666666666,1.0,12.0,14.0,9
0.376,0.052,246.78,0.0,0.0,6.266666666666667,3.0,5.0,23.0,25
0.334,0.206,243.11,1.0,1.0,3.5666666666666664,9.0,2.0,15.0,2
1.722,0.35,239.81,0.0,1.0,20.05,29.0,4.0,21.0,52
0.306,0.088,246.46,0.0,0.0,5.1,2.0,12.0,2.0,15
1.276,0.132,242.4,0.0,1.0,20.05,7.0,9.0,22.0,17
0.296,0.058,236.09,0.0,0.0,4.933333333333334,27.0,5.0,1.0,58
2.152,0.204,239.32,0.0,17.0,18.866666666666667,16.0,1.0,7.0,23
3.3529999999999998,0.41300000000000003,234.93,5.0,17.0,20.05,31.0,1.0,11.0,52
0.228,0.0,241.48,0.0,1.0,2.8,18.0,11.0,0.0,24
1.356,0.0,242.36,0.0,18.0,4.600000000000001,3.0,4.0,6.0,38
0.322,0.092,240.73,0.0,0.0,5.366666666666666,27.0,9.0,2.0,55
0.08,0.0,240.85,0.0,1.0,0.33333333333333326,18.0,8.0,9.0,58
0.304,0.0,244.06,0.0,1.0,4.066666666666666,12.0,3.0,3.0,5
1.398,0.048,241.47,0.0,18.0,5.300000000000001,4.0,5.0,18.0,6
0.084,0.0,243.95,0.0,0.0,1.4,25.0,8.0,1.0,46
0.572,0.0,240.74,0.0,1.0,7.533333333333333,28.0,10.0,22.0,44
2.414,0.0,237.15,0.0,17.0,20.05,28.0,10.0,19.0,53
1.444,0.12,233.45,0.0,16.0,8.066666666666666,30.0,5.0,11.0,36
0.432,0.056,239.34,0.0,0.0,7.2,9.0,9.0,17.0,32
0.414,0.354,241.13,2.0,1.0,3.9000000000000004,6.0,11.0,17.0,15
1.7,0.356,239.65,0.0,17.0,11.333333333333332,27.0,1.0,10.0,28
0.122,0.0,238.54,0.0,0.0,2.033333333333333,9.0,1.0,5.0,58
2.384,0.076,240.42,0.0,0.0,20.05,2.0,4.0,2.0,27
1.528,0.188,239.87,1.0,18.0,6.466666666666665,6.0,12.0,6.0,18
0.318,0.1,241.13,1.0,1.0,3.3,5.0,1.0,12.0,42
0.246,0.0,244.69,0.0,0.0,4.1,3.0,2.0,22.0,57
1.734,0.0,241.87,0.0,19.0,9.899999999999999,15.0,7.0,21.0,42
0.432,0.068,244.28,0.0,1.0,6.2,13.0,10.0,15.0,31
3.3529999999999998,0.064,242.38,0.0,18.0,6.200000000000003,12.0,11.0,9.0,15
1.416,0.0,238.01,0.0,18.0,5.600000000000001,4.0,11.0,10.0,19
0.282,0.0,242.32,0.0,1.0,3.7,5.0,12.0,18.0,52
0.276,0.118,243.27,0.0,0.0,4.6,15.0,7.0,16.0,12
0.388,0.246,243.91,1.0,0.0,5.466666666666667,1.0,10.0,2.0,37
1.372,0.046,244.41,0.0,19.0,3.866666666666667,26.0,10.0,10.0,50
0.688,0.41300000000000003,242.26,2.0,0.0,9.466666666666667,4.0,12.0,11.0,17
1.98,0.14,240.81,0.0,0.0,20.05,2.0,12.0,20.0,12
3.3529999999999998,0.354,238.65,1.0,18.0,13.599999999999994,21.0,10.0,12.0,24
1.116,0.25,243.29,0.0,0.0,18.6,12.0,6.0,23.0,17
1.472,0.068,233.14999999999998,0.0,17.0,7.533333333333335,8.0,8.0,10.0,5
0.246,0.12,244.35,0.0,1.0,3.0999999999999996,20.0,6.0,0.0,16
0.68,0.084,244.47,0.0,0.0,11.333333333333334,14.0,4.0,14.0,30
0.26,0.118,240.43,0.0,0.0,4.333333333333333,31.0,7.0,10.0,45
0.95,0.0,244.98,0.0,0.0,13.833333333333334,14.0,9.0,22.0,17
0.244,0.122,241.66,0.0,0.0,4.066666666666666,21.0,8.0,12.0,21
0.372,0.088,245.16,0.0,0.0,6.2,20.0,2.0,16.0,50
1.386,0.052,242.1,0.0,19.0,4.100000000000001,5.0,1.0,15.0,3
0.214,0.0,240.89,0.0,0.0,3.566666666666667,28.0,2.0,3.0,34
3.3529999999999998,0.394,233.65,0.0,16.0,10.333333333333329,9.0,8.0,15.0,46
0.436,0.0,240.46,0.0,0.0,7.266666666666667,22.0,11.0,16.0,22
0.368,0.134,246.98,0.0,0.0,6.133333333333334,3.0,9.0,6.0,32
0.3,0.21,238.97,1.0,0.0,4.0,9.0,5.0,5.0,18
1.032,0.0,245.07,0.0,0.0,17.2,1.0,7.0,17.0,35
0.156,0.0,240.25,0.0,1.0,1.6,13.0,6.0,1.0,59
1.436,0.148,236.19,0.0,18.0,5.933333333333334,5.0,5.0,4.0,4
0.314,0.262,242.66,1.0,1.0,3.2333333333333334,8.0,8.0,6.0,58
3.3529999999999998,0.242,233.25,5.0,1.0,20.05,10.0,12.0,21.0,54
2.902,0.096,240.17,0.0,19.0,20.05,5.0,11.0,21.0,16
0.264,0.084,235.54,1.0,0.0,3.4000000000000004,5.0,9.0,12.0,6
0.59,0.0,241.03,0.0,0.0,8.833333333333334,20.0,11.0,12.0,56
0.212,0.098,241.48,1.0,1.0,1.5333333333333332,16.0,7.0,4.0,20
0.632,0.054,242.95,0.0,0.0,10.533333333333333,1.0,12.0,17.0,14
1.354,0.052,240.29,0.0,18.0,4.566666666666666,4.0,4.0,13.0,49
1.608,0.194,237.79,0.0,18.0,8.8,6.0,9.0,12.0,13
1.388,0.0,237.95,0.0,18.0,5.133333333333333,30.0,7.0,8.0,51
2.138,0.256,238.95,1.0,18.0,16.633333333333333,24.0,12.0,12.0,0
0.28,0.23,240.55,0.0,0.0,4.666666666666667,9.0,1.0,3.0,58
0.492,0.226,236.24,2.0,0.0,6.199999999999999,17.0,5.0,13.0,2
0.318,0.082,237.24,0.0,1.0,4.3,26.0,5.0,1.0,47
1.978,0.05,238.78,0.0,17.0,15.966666666666669,22.0,1.0,7.0,21
1.346,0.076,239.83,1.0,18.0,3.4333333333333336,27.0,3.0,12.0,37
0.224,0.0,245.19,0.0,0.0,3.7333333333333334,2.0,8.0,13.0,25
0.44,0.0,245.35,0.0,1.0,6.333333333333333,3.0,7.0,0.0,23
0.516,0.188,246.28,0.0,0.0,8.6,31.0,1.0,15.0,1
0.586,0.276,244.16,1.0,4.0,4.7666666666666675,5.0,3.0,0.0,7
1.516,0.12,240.44,0.0,18.0,7.266666666666666,16.0,3.0,13.0,47
0.328,0.096,242.17,0.0,0.0,5.466666666666667,15.0,2.0,0.0,27
1.37,0.092,240.83,0.0,18.0,4.833333333333332,2.0,6.0,11.0,46
1.22,0.0,238.68,0.0,18.0,2.333333333333332,9.0,9.0,1.0,1
1.454,0.194,243.7,0.0,19.0,5.233333333333334,28.0,8.0,20.0,9
0.138,0.0,241.25,0.0,0.0,2.3,7.0,1.0,2.0,18
0.478,0.174,248.75,0.0,0.0,7.966666666666667,27.0,12.0,2.0,34
0.424,0.118,241.13,0.0,1.0,6.066666666666666,25.0,6.0,23.0,2
0.216,0.0,243.75,0.0,0.0,3.6,6.0,5.0,2.0,37
3.278,0.0,241.8,5.0,0.0,20.05,2.0,4.0,23.0,37
0.182,0.154,241.8,0.0,0.0,3.033333333333333,16.0,8.0,17.0,26
1.796,0.182,240.98,1.0,18.0,9.933333333333334,6.0,3.0,8.0,57
0.356,0.128,244.05,0.0,1.0,4.933333333333334,24.0,3.0,0.0,34
2.598,0.0,237.84,1.0,17.0,20.05,11.0,5.0,20.0,55
0.182,0.062,236.13,0.0,0.0,3.033333333333333,21.0,9.0,10.0,35
1.444,0.078,244.26,2.0,19.0,3.0666666666666664,26.0,10.0,12.0,28
0.224,0.0,242.01,0.0,0.0,3.7333333333333334,10.0,5.0,17.0,11
0.156,0.0,240.67,0.0,1.0,1.6,22.0,9.0,5.0,21
0.324,0.12,243.85,0.0,0.0,5.4,28.0,9.0,9.0,15
1.972,0.372,239.77,1.0,21.0,10.866666666666667,22.0,6.0,20.0,34
0.188,0.156,242.77,0.0,1.0,2.1333333333333333,15.0,8.0,4.0,12
0.798,0.108,242.06,0.0,12.0,1.3000000000000007,5.0,12.0,3.0,10
0.396,0.106,241.25,1.0,1.0,4.6,12.0,4.0,0.0,50
0.228,0.0,242.78,0.0,1.0,2.8,15.0,11.0,4.0,31
1.512,0.046,239.17,0.0,18.0,7.199999999999999,1.0,10.0,9.0,50
0.658,0.328,243.12,2.0,1.0,7.966666666666667,28.0,11.0,23.0,59
3.3529999999999998,0.0,234.08,0.0,17.0,20.05,12.0,2.0,20.0,42
0.268,0.214,234.76,0.0,0.0,4.466666666666667,8.0,9.0,4.0,44
0.36,0.078,241.18,0.0,1.0,5.0,10.0,6.0,13.0,24
1.136,0.0,234.58,0.0,17.0,1.9333333333333336,23.0,7.0,6.0,48
0.952,0.126,241.66,0.0,12.0,3.866666666666667,31.0,7.0,6.0,10
2.468,0.06,242.55,0.0,19.0,20.05,2.0,10.0,6.0,48
1.236,0.056,238.81,0.0,17.0,3.6000000000000014,14.0,7.0,8.0,9
0.298,0.222,240.53,1.0,0.0,3.966666666666667,28.0,6.0,5.0,12
0.316,0.0,241.73,0.0,1.0,3.2666666666666666,25.0,6.0,14.0,28
0.438,0.258,243.63,1.0,0.0,6.3,14.0,2.0,22.0,41
0.284,0.08,242.96,0.0,0.0,4.733333333333333,31.0,10.0,1.0,45
0.448,0.308,234.53,1.0,0.0,6.466666666666667,20.0,7.0,14.0,20
1.304,0.064,239.74,0.0,18.0,3.7333333333333343,24.0,11.0,10.0,10
1.506,0.248,240.21,2.0,18.0,5.100000000000001,20.0,1.0,15.0,42
0.264,0.0,243.91,0.0,0.0,4.4,3.0,8.0,8.0,48
0.214,0.0,244.12,0.0,0.0,3.566666666666667,15.0,2.0,4.0,18
0.22,0.13,242.64,1.0,1.0,1.6666666666666665,20.0,7.0,11.0,51
2.006,0.118,238.2,2.0,1.0,20.05,17.0,10.0,21.0,38
0.246,0.16,241.26,0.0,1.0,3.0999999999999996,16.0,6.0,17.0,28
0.786,0.102,239.55,1.0,0.0,12.1,26.0,1.0,9.0,57
0.224,0.0,243.17,0.0,0.0,3.7333333333333334,1.0,9.0,3.0,51
1.932,0.41300000000000003,242.32,5.0,1.0,7.200000000000003,9.0,9.0,19.0,58
0.29,0.0,243.76,0.0,0.0,4.833333333333333,4.0,6.0,5.0,54
0.124,0.0,243.25,0.0,0.0,2.066666666666667,14.0,9.0,17.0,56
1.43,0.152,241.39,0.0,0.0,20.05,3.0,3.0,18.0,59
0.404,0.2,244.1,0.0,0.0,6.733333333333333,14.0,1.0,1.0,38
0.448,0.21,244.07,1.0,1.0,5.466666666666667,17.0,11.0,0.0,27
1.664,0.106,238.35,0.0,18.0,8.733333333333334,6.0,11.0,8.0,52
0.654,0.204,235.71,1.0,0.0,9.9,29.0,2.0,21.0,55
0.346,0.238,240.83,2.0,1.0,2.7666666666666666,29.0,6.0,4.0,35
1.406,0.054,245.38,0.0,19.0,4.433333333333334,17.0,12.0,6.0,22
1.576,0.114,244.24,0.0,18.0,8.266666666666666,26.0,1.0,14.0,2
3.3529999999999998,0.196,241.26,5.0,18.0,20.05,30.0,12.0,14.0,45
0.832,0.126,241.87,0.0,1.0,12.866666666666667,14.0,6.0,22.0,21
0.282,0.0,243.33,0.0,1.0,3.7,4.0,1.0,17.0,35
0.858,0.124,243.02,0.0,1.0,13.3,24.0,8.0,22.0,3
1.792,0.362,241.19,0.0,18.0,11.866666666666667,13.0,7.0,19.0,57
1.334,0.0,243.92,0.0,19.0,3.2333333333333343,2.0,1.0,10.0,57
2.986,0.288,233.14999999999998,0.0,16.0,20.05,2.0,2.0,18.0,30
0.164,0.056,244.15,0.0,1.0,1.7333333333333334,9.0,6.0,4.0,19
2.678,0.106,238.27,0.0,18.0,20.05,2.0,11.0,20.0,28
0.298,0.054,244.95,0.0,0.0,4.966666666666667,30.0,11.0,6.0,38
0.174,0.152,240.69,0.0,1.0,1.9,28.0,8.0,13.0,4
0.082,0.0,243.42,0.0,1.0,0.3666666666666667,25.0,8.0,11.0,27
0.376,0.186,243.32,1.0,0.0,5.266666666666667,4.0,11.0,5.0,56
2.83,0.124,239.7,0.0,0.0,20.05,4.0,7.0,6.0,42
0.938,0.0,244.51,0.0,0.0,15.633333333333333,17.0,11.0,16.0,27
0.254,0.116,241.8,0.0,1.0,3.2333333333333334,29.0,7.0,6.0,20
0.254,0.148,239.9,0.0,1.0,3.2333333333333334,8.0,12.0,11.0,1
1.554,0.25,237.91,0.0,1.0,20.05,17.0,10.0,19.0,9
0.19,0.0,242.48,0.0,1.0,2.1666666666666665,16.0,6.0,17.0,5
2.166,0.28,237.37,1.0,29.0,6.100000000000001,23.0,5.0,9.0,17
0.394,0.202,240.26,0.0,1.0,5.566666666666666,5.0,8.0,17.0,44
1.528,0.182,237.13,1.0,17.0,7.466666666666665,29.0,6.0,12.0,23
0.334,0.07,243.81,1.0,0.0,4.566666666666666,13.0,1.0,1.0,31
3.3529999999999998,0.384,239.82,1.0,18.0,20.05,19.0,2.0,19.0,59
1.354,0.0,241.72,0.0,0.0,20.05,27.0,3.0,23.0,26
0.302,0.204,244.93,1.0,1.0,3.033333333333333,27.0,6.0,5.0,23
0.348,0.162,244.87,0.0,0.0,5.8,30.0,1.0,2.0,57
1.354,0.074,239.41,0.0,18.0,4.566666666666666,20.0,11.0,12.0,4
0.166,0.0,242.31,0.0,1.0,1.7666666666666666,29.0,5.0,2.0,30
0.14,0.0,243.48,0.0,1.0,1.3333333333333335,22.0,6.0,3.0,35
0.41,0.188,244.64,0.0,0.0,6.833333333333333,11.0,12.0,2.0,11
0.632,0.242,241.06,1.0,1.0,8.533333333333333,15.0,4.0,3.0,20
0.268,0.0,243.42,0.0,1.0,3.466666666666667,3.0,4.0,9.0,25
0.304,0.062,238.6,0.0,0.0,5.066666666666666,31.0,10.0,7.0,29
0.236,0.0,245.11,0.0,0.0,3.933333333333333,28.0,3.0,22.0,58
2.96,0.086,236.91,0.0,17.0,20.05,2.0,8.0,20.0,15
0.404,0.112,239.65,0.0,1.0,5.733333333333333,26.0,5.0,18.0,38
0.926,0.254,239.33,0.0,11.0,4.433333333333334,15.0,11.0,6.0,29
0.33,0.132,245.43,0.0,1.0,4.5,1.0,2.0,1.0,38
0.23,0.0,246.1,0.0,0.0,3.8333333333333335,2.0,8.0,2.0,12
1.272,0.112,238.67,1.0,1.0,19.2,11.0,10.0,18.0,30
1.5,0.258,241.05,0.0,18.0,7.0,4.0,11.0,15.0,32
1.386,0.084,238.98,1.0,18.0,4.100000000000001,4.0,9.0,9.0,8
1.92,0.402,234.15,1.0,0.0,20.05,22.0,5.0,19.0,52
0.25,0.048,243.62,0.0,0.0,4.166666666666667,1.0,6.0,5.0,59
0.184,0.1,240.25,0.0,0.0,3.066666666666667,6.0,12.0,14.0,7
0.158,0.124,241.54,0.0,0.0,2.6333333333333333,13.0,8.0,19.0,21
0.326,0.064,241.71,0.0,1.0,4.433333333333334,23.0,7.0,19.0,32
2.168,0.322,238.5,5.0,0.0,5.133333333333333,28.0,6.0,18.0,37
2.03,0.316,241.76,0.0,18.0,14.833333333333329,24.0,12.0,14.0,46
1.418,0.116,243.43,2.0,18.0,3.633333333333333,17.0,1.0,13.0,14
0.684,0.12,242.55,0.0,1.0,10.4,18.0,3.0,17.0,41
2.58,0.0,240.51,0.0,0.0,5.0,20.0,2.0,14.0,48
3.3529999999999998,0.2,234.87,0.0,17.0,18.299999999999997,16.0,9.0,21.0,48
1.534,0.054,242.32,0.0,0.0,20.05,19.0,9.0,22.0,16
1.864,0.158,239.09,0.0,18.0,13.066666666666666,22.0,1.0,7.0,25
1.178,0.0,240.22,0.0,17.0,2.633333333333333,25.0,9.0,2.0,52
1.0,0.342,240.9,0.0,12.0,4.666666666666668,26.0,6.0,5.0,18
1.336,0.0,241.29,0.0,18.0,4.266666666666666,1.0,7.0,9.0,15
0.296,0.054,237.33,0.0,0.0,4.933333333333334,25.0,5.0,1.0,26
0.568,0.216,239.63,0.0,1.0,8.466666666666667,31.0,5.0,11.0,21
0.226,0.0,243.7,0.0,0.0,3.7666666666666666,20.0,1.0,1.0,48
1.968,0.232,236.23,1.0,17.0,14.799999999999997,24.0,9.0,7.0,7
0.214,0.052,246.42,0.0,0.0,3.566666666666667,12.0,12.0,5.0,38
0.662,0.09,242.22,0.0,1.0,10.033333333333333,7.0,6.0,18.0,5
0.304,0.062,238.03,0.0,0.0,5.066666666666666,31.0,10.0,1.0,3
0.308,0.102,241.54,0.0,0.0,5.133333333333334,12.0,2.0,7.0,28
0.232,0.0,246.13,0.0,0.0,3.8666666666666667,20.0,2.0,4.0,22
1.808,0.0,244.18,0.0,18.0,12.133333333333333,28.0,4.0,21.0,47
1.83,0.0,238.43,0.0,18.0,12.5,20.0,4.0,10.0,47
0.272,0.052,245.27,0.0,0.0,4.533333333333333,12.0,3.0,6.0,12
0.35,0.166,248.75,0.0,0.0,5.833333333333333,17.0,1.0,4.0,43
0.658,0.076,238.46,0.0,8.0,2.966666666666667,7.0,1.0,9.0,44
2.042,0.046,239.29,0.0,8.0,20.05,1.0,9.0,19.0,8
1.32,0.41300000000000003,241.54,0.0,0.0,20.05,13.0,10.0,18.0,49
0.232,0.144,243.1,0.0,0.0,3.8666666666666667,26.0,9.0,5.0,42
0.386,0.178,235.09,1.0,0.0,5.433333333333334,31.0,5.0,6.0,24
0.344,0.058,243.42,1.0,0.0,4.733333333333333,10.0,7.0,1.0,46
0.452,0.07,243.65,1.0,1.0,5.533333333333333,2.0,7.0,15.0,50
2.504,0.0,238.45,0.0,18.0,20.05,2.0,8.0,9.0,59
0.326,0.076,240.42,1.0,0.0,4.433333333333334,11.0,10.0,2.0,17
1.54,0.118,233.14999999999998,0.0,16.0,8.666666666666668,5.0,5.0,21.0,55
0.344,0.06,242.32,2.0,1.0,2.7333333333333334,14.0,10.0,16.0,36
0.34,0.266,242.42,2.0,1.0,2.666666666666667,26.0,7.0,18.0,36
1.32,0.0,243.1,0.0,19.0,3.0,25.0,11.0,15.0,3
0.214,0.142,241.02,0.0,0.0,3.566666666666667,20.0,8.0,18.0,7
0.48,0.088,241.07,1.0,0.0,7.0,3.0,6.0,11.0,41
0.314,0.232,240.06,0.0,1.0,4.233333333333333,30.0,6.0,5.0,25
0.47,0.056,240.75,0.0,1.0,6.833333333333333,14.0,10.0,15.0,7
3.3529999999999998,0.41300000000000003,235.49,0.0,18.0,20.05,26.0,4.0,12.0,42
0.334,0.122,242.86,0.0,0.0,5.566666666666666,4.0,2.0,1.0,28
0.392,0.328,241.16,2.0,0.0,4.533333333333333,26.0,8.0,16.0,21
3.3529999999999998,0.18,238.78,1.0,0.0,20.05,4.0,6.0,21.0,51
0.292,0.064,245.69,0.0,0.0,4.866666666666666,21.0,1.0,2.0,49
0.426,0.116,244.33,1.0,0.0,6.1,13.0,5.0,1.0,54
1.626,0.17,240.32,0.0,0.0,20.05,11.0,6.0,18.0,30
0.344,0.154,244.65,0.0,0.0,5.733333333333333,17.0,2.0,2.0,37
0.26,0.208,242.15,2.0,0.0,2.333333333333333,14.0,6.0,3.0,47
2.702,0.128,242.85,0.0,19.0,20.05,26.0,3.0,6.0,52
0.238,0.0,239.87,0.0,0.0,3.966666666666667,29.0,1.0,21.0,47
0.408,0.052,242.41,0.0,0.0,5.8,28.0,2.0,20.0,49
0.752,0.168,241.61,1.0,0.0,11.533333333333333,3.0,2.0,11.0,38
1.426,0.054,241.45,0.0,18.0,5.766666666666666,27.0,4.0,10.0,12
0.178,0.146,239.05,0.0,0.0,2.966666666666667,8.0,8.0,9.0,45
0.416,0.214,241.58,0.0,1.0,5.933333333333334,3.0,7.0,10.0,32
0.314,0.13,242.95,0.0,0.0,5.233333333333333,3.0,3.0,16.0,59
2.452,0.302,239.31,1.0,18.0,20.05,30.0,1.0,19.0,50
0.152,0.0,243.73,0.0,1.0,1.5333333333333332,9.0,8.0,16.0,56
0.292,0.076,242.75,0.0,0.0,4.866666666666666,27.0,8.0,6.0,17
0.232,0.0,248.47,0.0,0.0,3.8666666666666667,14.0,12.0,5.0,55
0.796,0.0,243.49,0.0,1.0,11.266666666666667,24.0,8.0,22.0,29
1.582,0.084,238.34,0.0,17.0,9.366666666666667,22.0,3.0,11.0,1
0.414,0.0,234.97,0.0,0.0,6.9,26.0,2.0,21.0,58
0.21,0.102,239.86,0.0,0.0,3.5,8.0,7.0,5.0,46
3.3529999999999998,0.174,238.99,1.0,17.0,20.05,24.0,3.0,23.0,8
0.294,0.0,245.1,0.0,0.0,4.9,6.0,12.0,23.0,49
0.482,0.142,240.48,0.0,0.0,8.033333333333333,23.0,9.0,14.0,4
0.176,0.0,240.21,0.0,1.0,1.9333333333333331,13.0,7.0,4.0,32
0.656,0.192,239.9,0.0,0.0,8.933333333333334,24.0,12.0,10.0,14
3.148,0.41300000000000003,236.88,4.0,1.0,9.466666666666669,15.0,8.0,16.0,11
0.24,0.154,236.32,0.0,0.0,4.0,8.0,10.0,17.0,54
1.038,0.28,233.14999999999998,1.0,11.0,5.300000000000001,6.0,3.0,6.0,39
0.254,0.0,243.43,0.0,0.0,4.233333333333333,2.0,9.0,1.0,12
1.454,0.104,244.11,0.0,19.0,5.233333333333334,18.0,2.0,10.0,51
0.314,0.254,240.86,2.0,1.0,2.2333333333333334,8.0,2.0,5.0,23
0.232,0.13,243.46,0.0,0.0,3.8666666666666667,25.0,9.0,3.0,31
1.33,0.066,241.99,0.0,18.0,4.166666666666668,26.0,2.0,3.0,48
0.256,0.0,243.69,0.0,1.0,3.2666666666666666,19.0,2.0,2.0,50
0.402,0.234,245.74,0.0,0.0,6.7,31.0,3.0,13.0,29
2.618,0.0,237.46,0.0,1.0,4.633333333333333,13.0,7.0,20.0,37
0.396,0.186,241.91,1.0,0.0,5.6,26.0,10.0,21.0,58
1.636,0.148,238.55,1.0,18.0,8.266666666666666,10.0,9.0,19.0,54
2.338,0.242,238.29,0.0,18.0,20.05,5.0,11.0,20.0,49
1.56,0.186,242.78,0.0,18.0,8.0,3.0,8.0,13.0,47
0.188,0.152,240.84,0.0,0.0,3.1333333333333333,8.0,6.0,2.0,30
1.26,0.098,242.44,0.0,18.0,3.0,18.0,8.0,19.0,58
0.9,0.236,240.47,0.0,10.0,5.0,6.0,1.0,19.0,26
0.416,0.092,247.02,0.0,0.0,6.933333333333334,16.0,2.0,4.0,39
0.208,0.094,235.53,0.0,0.0,3.466666666666667,27.0,4.0,2.0,28
1.214,0.41300000000000003,239.47,2.0,13.0,5.233333333333334,9.0,5.0,20.0,3
0.29,0.072,243.96,0.0,0.0,4.833333333333333,4.0,3.0,14.0,59
0.6,0.0,238.92,0.0,0.0,10.0,1.0,2.0,18.0,22
0.534,0.25,241.36,2.0,1.0,5.9,29.0,7.0,7.0,5
0.182,0.156,242.61,0.0,0.0,3.033333333333333,16.0,8.0,0.0,29
0.284,0.058,241.91,0.0,0.0,4.733333333333333,10.0,4.0,16.0,4
0.3,0.144,241.27,0.0,1.0,4.0,17.0,7.0,7.0,7
1.644,0.248,242.39,0.0,19.0,8.399999999999999,24.0,5.0,12.0,53
0.416,0.222,238.65,0.0,1.0,3.9333333333333336,15.0,7.0,14.0,14
0.312,0.06,243.43,0.0,0.0,5.2,19.0,2.0,21.0,34
3.3529999999999998,0.38,236.67,5.0,18.0,4.133333333333333,7.0,5.0,15.0,27
2.48,0.41300000000000003,241.5,0.0,17.0,16.333333333333336,2.0,2.0,14.0,34
3.008,0.238,240.71,2.0,19.0,20.05,14.0,11.0,18.0,16
0.358,0.112,245.2,0.0,0.0,5.966666666666667,28.0,2.0,5.0,59
0.226,0.0,246.93,0.0,0.0,3.7666666666666666,19.0,11.0,15.0,54
1.74,0.188,233.14999999999998,0.0,16.0,13.0,6.0,6.0,11.0,18
1.23,0.162,238.49,0.0,0.0,20.05,11.0,7.0,19.0,6
0.304,0.1,244.08,0.0,0.0,5.066666666666666,12.0,4.0,11.0,8
0.254,0.064,243.76,2.0,0.0,2.2333333333333334,9.0,5.0,3.0,41
0.496,0.346,241.41,1.0,1.0,6.2666666666666675,22.0,4.0,11.0,28
0.238,0.0,241.5,0.0,0.0,3.966666666666667,30.0,1.0,0.0,48
3.3529999999999998,0.342,233.14999999999998,1.0,18.0,20.05,11.0,9.0,20.0,54
0.156,0.0,239.84,0.0,0.0,2.6,28.0,6.0,8.0,1
1.402,0.1,239.47,0.0,18.0,5.366666666666667,3.0,2.0,22.0,26
3.058,0.194,237.14,0.0,0.0,20.05,12.0,11.0,19.0,19
0.372,0.12,245.45,0.0,0.0,6.2,24.0,3.0,14.0,20
0.132,0.0,240.67,0.0,0.0,2.2,7.0,12.0,1.0,50
1.508,0.158,239.27,0.0,19.0,6.133333333333333,6.0,4.0,16.0,56
0.39,0.05,245.82,0.0,0.0,6.5,18.0,2.0,2.0,14
